candidate_instance_id,trial_id,candidate_rank,campaign_id,search_phase,variables_json,stage,task,outer_fold_index,inner_fold_index,seed,raw_expression,canonical_expression,parameter_template_expression,parameter_initial_values_json,structure_signature,reference_scale_signature,algebraic_family_id,structure_family_id,reference_scale_family_id,prediction_family_id,normalized_complexity,raw_ast_complexity,raw_ast_depth,free_constant_count,variable_support_json,structural_status,numeric_physics_status,domain_certification_status,freeze_eligible,eligibility_scope,rejection_reasons_json,loss,score,machine_protocol_sha256,execution_supplement_sha256,shape_expansion_decision_sha256
CAND_e5c945fbc65a9606b263,peak_q_d__outer05__inner02__seed2026082302,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082302,0.6649726 - (log(d) - (q * 1.9878951)),1.9878951*q - 1.0*log(d) + 0.6649726,p0 + p1*q - log(d),"[{""initial_value"":0.6649726,""name"":""p0"",""role"":""value""},{""initial_value"":1.9878951,""name"":""p1"",""role"":""value""}]",p0 + p1*q - log(d),1.0*q - 0.503044652607675*log(d) + 0.334510910560623,ALG_6a825b2374760514,STRUCT_7ff2d802fd4b253b,REF_1060196fea099493,PRED_6a825b2374760514,12,10,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0043819393,0.21535065823549368,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ad6e8dcb4a586e5860ee,peak_q_d__outer05__inner02__seed2026082303,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,2.8334336,2.83343360000000,p0,"[{""initial_value"":2.8334336,""name"":""p0"",""role"":""value""}]",p0,2.83343360000000,ALG_c3c0bb79efd6ee42,STRUCT_5134e09694de2ff3,REF_c3c0bb79efd6ee42,PRED_b99007719d88a1f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.22143483,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_1b269ff784ffbb3e1a09,peak_q_d__outer05__inner02__seed2026082303,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,q + 1.8041941,1.0*q + 1.8041941,p0 + q,"[{""initial_value"":1.8041941,""name"":""p0"",""role"":""value""}]",p0 + q,1.0*q + 1.8041941,ALG_cdd9f3e315059737,STRUCT_dcb32ed7a92ab0fe,REF_cdd9f3e315059737,PRED_3b05e67bcddbed96,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.05298166,0.715091254521637,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ad0f019ec691b6b767ad,peak_q_d__outer05__inner02__seed2026082303,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,(q * 1.6677065) + 1.1169497,1.6677065*q + 1.1169497,p0 + p1*q,"[{""initial_value"":1.1169497,""name"":""p0"",""role"":""value""},{""initial_value"":1.6677065,""name"":""p1"",""role"":""value""}]",p0 + p1*q,1.0*q + 0.669751961751063,ALG_a99659fb0f907f87,STRUCT_7e08398d54a82822,REF_6f7c1d426aed3f77,PRED_025b1894bd4fa7ed,5,5,2,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.020827992,0.46682398236457523,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_91c36995fb96fc5d6e1b,peak_q_d__outer05__inner02__seed2026082303,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,((0.6842463 / d) + q) + q,2.0*q + 0.6842463/d,2*q + p0/d,"[{""initial_value"":0.6842463,""name"":""p0"",""role"":""value""}]",2*q + p0/d,1.0*q + 0.34212315/d,ALG_b983ef23b2032dff,STRUCT_6dc42c2f6c59c693,REF_4d83e96394165f0d,PRED_5dadfcc4f81d9af0,8,8,3,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0067279306,0.37667674789529126,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_3c1f6a0a6049657380d5,peak_q_d__outer05__inner02__seed2026082303,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,(q / 0.5316469) + (0.77627194 / d),1.88094767410475*q + 0.77627194/d,q/p0 + p1/d,"[{""initial_value"":0.5316469,""name"":""p0"",""role"":""value""},{""initial_value"":0.77627194,""name"":""p1"",""role"":""value""}]",q/p0 + p1/d,1.0*q + 0.412702570457986/d,ALG_b4ad2531832e4567,STRUCT_6379465d176f8922,REF_fb4348cff36179e3,PRED_b4ad2531832e4567,9,9,2,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.005689822,0.16758864282000632,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_f3c815421f38b1eee037,peak_q_d__outer05__inner02__seed2026082303,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,((q + q) + (0.96875274 / d)) - 0.33131516,2.0*q - 0.33131516 + 0.96875274/d,-p0 + 2*q + p1/d,"[{""initial_value"":0.33131516,""name"":""p0"",""role"":""value""},{""initial_value"":0.96875274,""name"":""p1"",""role"":""value""}]",-p0 + 2*q + p1/d,1.0*q - 0.16565758 + 0.48437637/d,ALG_e6f2263b015f87e0,STRUCT_b46f769606e18580,REF_9bede9279b366662,PRED_a4c67bf8e9e33b92,12,10,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0045995214,0.21272671009247918,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_891c1d65336dff60b637,peak_q_d__outer05__inner02__seed2026082303,6,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082303,(2.0855014 / sqrt(d)) + ((q * 2.0175393) - 1.4660388),2.0175393*q - 1.4660388 + 2.0855014/sqrt(d),-p0 + p1*q + p2/sqrt(d),"[{""initial_value"":1.4660388,""name"":""p0"",""role"":""value""},{""initial_value"":2.0175393,""name"":""p1"",""role"":""value""},{""initial_value"":2.0855014,""name"":""p2"",""role"":""value""}]",-p0 + p1*q + p2/sqrt(d),1.0*q - 0.726646960483 + 1.03368563873824/sqrt(d),ALG_6477bfba8729e44a,STRUCT_2f370069fda2957c,REF_4a638965a0b2bb97,PRED_a4c67bf8e9e33b92,14,12,3,3,"[""d"",""q""]",FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""COMPLEXITY_EXCEEDED""]",0.004411466,0.020872597041331157,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_4eb1015a8951524e618a,peak_q_d__outer05__inner02__seed2026082304,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,2.8333797,2.83337970000000,p0,"[{""initial_value"":2.8333797,""name"":""p0"",""role"":""value""}]",p0,2.83337970000000,ALG_fadfac517baf88a5,STRUCT_5134e09694de2ff3,REF_fadfac517baf88a5,PRED_b99007719d88a1f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.22143482,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_583f2feded0a6ab93e36,peak_q_d__outer05__inner02__seed2026082304,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,q + 1.804197,1.0*q + 1.804197,p0 + q,"[{""initial_value"":1.804197,""name"":""p0"",""role"":""value""}]",p0 + q,1.0*q + 1.804197,ALG_7abeb485cdbef30e,STRUCT_dcb32ed7a92ab0fe,REF_7abeb485cdbef30e,PRED_3b05e67bcddbed96,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.05298166,0.7150912319416295,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_5284f3d1dcc2eee4782d,peak_q_d__outer05__inner02__seed2026082304,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,sqrt(q) * 2.8270736,2.8270736*sqrt(q),p0*sqrt(q),"[{""initial_value"":2.8270736,""name"":""p0"",""role"":""value""}]",sqrt(q),sqrt(q),ALG_49962f9bbfeed547,STRUCT_37b6d8b123c0602e,REF_37b6d8b123c0602e,PRED_49962f9bbfeed547,5,5,2,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.023740953,0.4013721421686992,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_fd8a4852ccaf9971e940,peak_q_d__outer05__inner02__seed2026082304,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,(q + 0.6542757) + (q / d),1.0*q + 0.6542757 + 1.0*q/d,p0 + q + q/d,"[{""initial_value"":0.6542757,""name"":""p0"",""role"":""value""}]",p0 + q + q/d,1.0*q + 0.6542757 + 1.0*q/d,ALG_18cf16c3357d2fef,STRUCT_fd41fa79596791bf,REF_18cf16c3357d2fef,PRED_aeb5e48a423db8c9,8,8,2,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0052870354,0.5006479528981611,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_3c6ea2e60717a430bf22,peak_q_d__outer05__inner02__seed2026082304,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,(q / d) + ((q + 0.4771394) - -0.17713632),1.0*q + 0.65427572 + 1.0*q/d,-p0 + p1 + q + q/d,"[{""initial_value"":-0.17713632,""name"":""p0"",""role"":""value""},{""initial_value"":0.4771394,""name"":""p1"",""role"":""value""}]",-p0 + p1 + q + q/d,1.0*q + 0.65427572 + 1.0*q/d,ALG_4e64c726961a5968,STRUCT_3a06c7f7589477b9,REF_4e64c726961a5968,PRED_aeb5e48a423db8c9,12,10,3,2,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.005287026,8.889677905531063e-07,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_c80300044c1dd1f911b6,peak_q_d__outer05__inner02__seed2026082304,5,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082304,(q / (d * 1.1973665)) + ((q - -0.16635323) + 0.6775543),1.0*q + 0.84390753 + 0.835166175101775*q/d,-p0 + p1 + q + q/(d*p2),"[{""initial_value"":-0.16635323,""name"":""p0"",""role"":""value""},{""initial_value"":0.6775543,""name"":""p1"",""role"":""value""},{""initial_value"":1.1973665,""name"":""p2"",""role"":""value""}]",-p0 + p1 + q + q/(d*p2),1.0*q + 0.84390753 + 0.835166175101775*q/d,ALG_9f79c5603811e6a9,STRUCT_dba587dd4072133a,REF_9f79c5603811e6a9,PRED_9f79c5603811e6a9,16,12,3,3,"[""d"",""q""]",FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""COMPLEXITY_EXCEEDED""]",0.0033608163,0.2265360020334788,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_5ce011e9ca4fb4901a17,peak_q_d__outer05__inner02__seed2026082305,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082305,2.8334415,2.83344150000000,p0,"[{""initial_value"":2.8334415,""name"":""p0"",""role"":""value""}]",p0,2.83344150000000,ALG_26f102e2241ae9ff,STRUCT_5134e09694de2ff3,REF_26f102e2241ae9ff,PRED_b99007719d88a1f4,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.22143483,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_0860f4f7d9f6c7370dad,peak_q_d__outer05__inner02__seed2026082305,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082305,q + 1.8041974,1.0*q + 1.8041974,p0 + q,"[{""initial_value"":1.8041974,""name"":""p0"",""role"":""value""}]",p0 + q,1.0*q + 1.8041974,ALG_fd5b0139e4df0786,STRUCT_dcb32ed7a92ab0fe,REF_fd5b0139e4df0786,PRED_3b05e67bcddbed96,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.05298166,0.715091254521637,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_389220f3016016c9ea60,peak_q_d__outer05__inner02__seed2026082305,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082305,(q * 1.6676605) + 1.1170086,1.6676605*q + 1.1170086,p0 + p1*q,"[{""initial_value"":1.1170086,""name"":""p0"",""role"":""value""},{""initial_value"":1.6676605,""name"":""p1"",""role"":""value""}]",p0 + p1*q,1.0*q + 0.669805754828396,ALG_e5e3ceaa5a218ee5,STRUCT_7e08398d54a82822,REF_fb77bb2f773623eb,PRED_025b1894bd4fa7ed,5,5,2,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.020828003,0.4668237182969422,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_74495386259fa20ac4b4,peak_q_d__outer05__inner02__seed2026082305,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082305,q + ((1.66917 - d) + q),-1.0*d + 2.0*q + 1.66917,-d + p0 + 2*q,"[{""initial_value"":1.66917,""name"":""p0"",""role"":""value""}]",-d + p0 + 2*q,-1.0*d + 2.0*q + 1.66917,ALG_a057747db5186b43,STRUCT_3dd68630c50e1854,REF_a057747db5186b43,PRED_e6e5be3c87df9641,9,7,3,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0045857457,0.7566728239065167,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_33e7b4a66725a2240d9f,peak_q_d__outer05__inner02__seed2026082305,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,2,2026082305,"((q + 1.6728506) + pow_positive_base(q, 0.9426791)) - d",-1.0*d + 1.0*q**0.9426791 + 1.0*q + 1.6728506,-d + p0 + q + q**p1,"[{""initial_value"":1.6728506,""name"":""p0"",""role"":""value""},{""initial_value"":0.9426791,""name"":""p1"",""role"":""fitted_exponent""}]",-d + p0 + q + q**p1,-1.0*d + 1.0*q**0.9426791 + 1.0*q + 1.6728506,ALG_df66bd5d6545b019,STRUCT_f3ba78d64d87b58c,REF_df66bd5d6545b019,PRED_df66bd5d6545b019,13,11,3,2,"[""d"",""q""]",FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""COMPLEXITY_EXCEEDED""]",0.0043438138,0.013550003382899314,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ba15f55ac249fca7fbfc,peak_q_d__outer05__inner03__seed2026082301,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082301,2.2140572,2.21405720000000,p0,"[{""initial_value"":2.2140572,""name"":""p0"",""role"":""value""}]",p0,2.21405720000000,ALG_b7fc7006b3bcdaa3,STRUCT_5134e09694de2ff3,REF_b7fc7006b3bcdaa3,PRED_5af490313ea16549,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.43307647,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_4da5f22f1e4adb464fd4,peak_q_d__outer05__inner03__seed2026082301,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082301,q * 2.6178598,2.6178598*q,p0*q,"[{""initial_value"":2.6178598,""name"":""p0"",""role"":""value""}]",q,q,ALG_1e77865926775652,STRUCT_e0a4043694a618e7,REF_e0a4043694a618e7,PRED_c5785e729e38d30c,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.060645677,0.9829329812321916,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_421f45899f184b208cfe,peak_q_d__outer05__inner03__seed2026082301,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082301,(q * 2.1830475) - -0.403477,2.1830475*q + 0.403477,-p0 + p1*q,"[{""initial_value"":-0.403477,""name"":""p0"",""role"":""value""},{""initial_value"":2.1830475,""name"":""p1"",""role"":""value""}]",-p0 + p1*q,1.0*q + 0.184822822224436,ALG_1cc847c6e4d3fa17,STRUCT_7b75fffa14cbe12b,REF_f81041decc8820fa,PRED_297a28aa447096ba,7,5,2,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.043346893,0.1679066634009083,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_ca63d11b064e26631567,peak_q_d__outer05__inner03__seed2026082301,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082301,square(q * 1.0451458) - -1.3733295,1.09232974325764*q**2 + 1.3733295,-p0 + p1**2*q**2,"[{""initial_value"":-1.3733295,""name"":""p0"",""role"":""value""},{""initial_value"":1.0451458,""name"":""p1"",""role"":""value""}]",-p0 + p1**2*q**2,1.0*q**2 + 1.25724810523271,ALG_307967b11175ac15,STRUCT_91405be20b1e18a9,REF_00c6b0b1d63daebe,PRED_540f2b939cb10575,11,7,3,2,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.0433258,0.0002433638518237497,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_a27ddf77388b551d7853,peak_q_d__outer05__inner03__seed2026082301,4,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082301,q + ((q + 0.5080909) / d),(1.0*d*q + 1.0*q + 0.5080909)/d,(d*q + p0 + q)/d,"[{""initial_value"":0.5080909,""name"":""p0"",""role"":""value""}]",(d*q + p0 + q)/d,(1.0*d*q + 1.0*q + 0.5080909)/d,ALG_1eea3d756ef92741,STRUCT_3ad19b67bdc899cf,REF_1eea3d756ef92741,PRED_ee754eecdc9e5451,10,8,3,1,"[""d"",""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.008999555,1.5715731688512744,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_16483cfab7b952d68ebf,peak_q_d__outer05__inner03__seed2026082302,0,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082302,2.21402,2.21402000000000,p0,"[{""initial_value"":2.21402,""name"":""p0"",""role"":""value""}]",p0,2.21402000000000,ALG_dcea4813306a4893,STRUCT_5134e09694de2ff3,REF_dcea4813306a4893,PRED_5af490313ea16549,1,1,0,1,[],FAIL,NOT_RUN,NOT_RUN_STRUCTURAL_REJECT,False,INELIGIBLE_FOR_SELECTION,"[""NO_ALLOWED_VARIABLE_SUPPORT""]",0.43307647,0.0,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_b71394143402135c9700,peak_q_d__outer05__inner03__seed2026082302,1,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082302,q + 1.384577,1.0*q + 1.384577,p0 + q,"[{""initial_value"":1.384577,""name"":""p0"",""role"":""value""}]",p0 + q,1.0*q + 1.384577,ALG_b34f87bb31b34acc,STRUCT_dcb32ed7a92ab0fe,REF_b34f87bb31b34acc,PRED_b34f87bb31b34acc,3,3,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.15780346,0.5047819914149305,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_224b1d8d7e65afb2215f,peak_q_d__outer05__inner03__seed2026082302,2,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082302,q / 0.38200292,2.617781036857*q,q/p0,"[{""initial_value"":0.38200292,""name"":""p0"",""role"":""value""}]",q,q,ALG_f8f9733bd3ab4087,STRUCT_e0a4043694a618e7,REF_e0a4043694a618e7,PRED_c5785e729e38d30c,4,4,1,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.06064569,0.956301765274666,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
CAND_65c8c67836de05254a0d,peak_q_d__outer05__inner03__seed2026082302,3,peak_q_d,INITIAL,"[""q"",""d""]",INNER_SEARCH,peak,5,3,2026082302,square(q) + 1.4443864,1.0*q**2 + 1.4443864,p0 + q**2,"[{""initial_value"":1.4443864,""name"":""p0"",""role"":""value""}]",p0 + q**2,1.0*q**2 + 1.4443864,ALG_5943e03481c26bbb,STRUCT_c02459f59961c9ba,REF_5943e03481c26bbb,PRED_fe529e2d17d6db7e,5,5,2,1,"[""q""]",PASS,PASS,DOMAIN_CERTIFIED,True,ELIGIBLE_FOR_OUTER_SELECTION_AND_REFIT_ONLY_NOT_SELECTED_OR_FROZEN,[],0.046114467,0.2739218508264338,453c6a9dbc6ba19d096c9ae6dfb6836b82df3f4ef8501b17a41e60f12dc21a8b,c3fe3963d6eaedd1cc3fbb65c73a0bcf57cb260fd2f6fa9c40d3371f40640a55,
